Sample_ID,Raw_TDS_ppm,Raw_Turbidity_NTU,Raw_Temperature_C,Treated_TDS_ppm,Treated_Turbidity_NTU,Treated_pH,Treated_Temperature_C,Flow_Rate_L_min,TDS_Removal_Efficiency_pct,Turbidity_Removal_Efficiency_pct,Temperature_Difference_C,Previous_TDS_Efficiency_pct,Efficiency_Improvement_pp,Rolling_3Cycle_Avg_Efficiency_pct,Efficiency_Trend_pct,Previous_Turbidity_Efficiency_pct,Rolling_3Cycle_Avg_Turbidity_Efficiency_pct,Cycle_Number,Filter_Health_Score_pct,Water_Quality_Class,Filter_Health,ML_Split
JR-07936,670.43,21.03,31.75,375.66,7.2,5.93,31.68,1.209,43.97,65.74,0.07,51.74,-7.77,41.47,-15.02,57.28,61.89,23,73.5,CRITICAL,UNHEALTHY,TEST
JR-04609,271.89,6.11,21.71,110.83,2.46,6.5,21.74,1.329,59.24,59.75,-0.04,57.83,1.4,55.8,2.42,57.56,56.09,2,71.39,WARNING,MODERATE,TEST
JR-02940,528.3,3.39,28.6,88.46,0.85,7.24,28.53,1.984,83.26,74.96,0.07,79.74,3.52,81.16,4.41,75.05,74.36,29,95.91,SAFE,HEALTHY,TEST
JR-04337,548.42,8.74,32.37,99.57,1.92,7.53,31.0,1.834,81.84,77.99,1.37,83.3,-1.45,80.52,-1.74,83.28,79.78,27,95.17,WARNING,MODERATE,TEST
JR-03659,397.03,1.76,22.74,32.09,0.42,7.04,22.68,1.181,91.92,76.24,0.06,92.08,-0.17,89.39,-0.18,86.97,80.37,24,80.79,SAFE,HEALTHY,TRAIN
JR-01374,519.6,6.66,24.13,97.74,1.77,7.14,23.31,2.0,81.19,73.48,0.82,87.15,-5.96,83.6,-6.83,70.46,71.28,19,95.11,SAFE,HEALTHY,TRAIN
JR-01088,383.3,5.15,25.05,62.44,0.1,7.05,24.94,1.849,83.71,98.0,0.12,83.26,0.45,86.49,0.54,95.59,96.76,6,100.0,SAFE,HEALTHY,TRAIN
JR-00322,576.97,5.62,21.4,110.94,1.24,7.11,19.45,1.687,80.77,77.87,1.95,82.33,-1.56,83.28,-1.9,72.19,77.74,11,92.13,SAFE,HEALTHY,TRAIN
JR-02128,495.18,6.35,25.59,94.12,0.61,6.75,25.5,1.746,80.99,90.4,0.09,74.79,6.21,78.53,8.3,88.0,86.48,19,100.0,SAFE,HEALTHY,TEST
JR-04661,543.71,3.54,25.25,193.37,1.08,6.66,24.33,1.427,64.43,69.55,0.92,64.47,-0.03,65.09,-0.05,70.74,70.59,7,80.71,WARNING,MODERATE,TEST
JR-01488,574.95,5.43,28.28,77.75,1.23,7.33,28.37,1.544,86.48,77.34,-0.09,93.05,-6.57,89.73,-7.06,77.81,77.35,12,88.89,SAFE,HEALTHY,TEST
JR-04369,719.42,12.43,30.74,164.94,4.89,6.28,30.29,1.726,77.07,60.61,0.45,71.91,5.17,72.98,7.19,61.09,59.78,20,79.97,WARNING,MODERATE,TRAIN
JR-04872,534.9,8.08,23.09,221.84,3.82,6.75,24.43,1.435,58.53,52.81,-1.34,58.38,0.15,56.6,0.25,44.93,53.11,24,68.3,WARNING,MODERATE,TRAIN
JR-05096,704.78,8.2,27.5,258.09,1.36,7.3,27.64,1.253,63.38,83.47,-0.14,62.44,0.94,63.12,1.5,80.75,85.62,21,87.67,WARNING,MODERATE,TRAIN
JR-06826,696.46,6.32,29.33,167.87,1.92,5.75,29.78,1.148,75.9,69.66,-0.45,84.18,-8.28,81.7,-9.84,74.5,71.96,30,75.21,CRITICAL,UNHEALTHY,TEST
JR-00966,466.95,0.31,23.63,86.48,0.03,6.72,22.57,2.0,81.48,89.3,1.05,83.72,-2.24,80.56,-2.67,98.0,92.98,25,100.0,SAFE,HEALTHY,TEST
JR-07874,565.7,15.0,25.11,219.0,6.3,5.95,24.4,1.073,61.29,58.03,0.71,66.59,-5.3,62.94,-7.96,54.51,59.37,20,64.98,CRITICAL,UNHEALTHY,TEST
JR-07136,840.22,18.39,21.97,282.22,7.43,6.71,21.91,1.321,66.41,59.58,0.07,64.46,1.95,66.85,3.02,58.37,55.79,30,71.1,CRITICAL,UNHEALTHY,TRAIN
JR-06038,822.09,8.28,23.35,278.49,1.91,6.92,22.37,1.111,66.12,76.89,0.98,69.72,-3.59,67.82,-5.15,76.56,74.87,16,79.89,WARNING,MODERATE,TRAIN
JR-06072,523.43,12.46,28.23,129.65,3.45,7.09,27.88,1.246,75.23,72.28,0.36,66.38,8.85,72.14,13.33,75.79,73.38,10,79.13,WARNING,MODERATE,TRAIN
JR-01666,450.92,5.41,27.58,103.29,0.68,7.08,27.18,1.55,77.09,87.51,0.4,80.81,-3.71,80.26,-4.6,91.25,89.85,3,96.63,SAFE,HEALTHY,TRAIN
JR-04520,545.45,5.88,19.66,128.36,1.84,7.08,19.3,1.474,76.47,68.7,0.36,73.17,3.3,76.49,4.51,71.83,71.0,14,80.99,WARNING,MODERATE,TRAIN
JR-01794,392.15,8.2,22.74,105.09,0.75,7.22,21.51,1.608,73.2,90.81,1.23,71.1,2.11,70.16,2.96,89.67,91.88,6,100.0,SAFE,HEALTHY,TRAIN
JR-05039,464.34,9.23,21.26,144.62,0.44,6.94,21.15,0.595,68.86,95.21,0.11,74.55,-5.7,70.11,-7.64,90.1,90.81,21,83.31,WARNING,MODERATE,TRAIN
JR-05474,375.43,14.29,27.32,58.54,5.43,7.71,26.78,1.24,84.41,62.02,0.54,87.31,-2.91,87.91,-3.33,59.03,60.93,22,71.32,WARNING,MODERATE,TRAIN
JR-04032,379.38,12.1,20.79,132.73,0.66,7.32,18.99,1.636,65.01,94.56,1.81,69.89,-4.88,67.07,-6.98,94.48,93.99,30,100.0,WARNING,MODERATE,TEST
JR-04317,468.48,5.78,21.77,95.1,2.03,6.46,22.19,1.4,79.7,64.81,-0.42,84.73,-5.03,82.28,-5.94,74.39,66.59,5,76.6,WARNING,MODERATE,TRAIN
JR-07731,929.37,1.57,18.26,627.98,0.61,6.27,18.42,0.476,32.43,61.48,-0.16,39.33,-6.9,37.25,-17.55,55.65,60.62,23,55.62,CRITICAL,UNHEALTHY,TRAIN
JR-06373,495.34,14.89,23.26,158.61,5.59,6.62,24.07,1.359,67.98,62.45,-0.81,69.02,-1.04,65.69,-1.51,52.23,56.12,4,74.01,WARNING,MODERATE,TRAIN
JR-05650,410.43,13.59,23.52,117.04,4.08,7.07,22.93,1.77,71.48,69.95,0.6,73.77,-2.29,71.57,-3.1,73.33,69.86,12,87.86,WARNING,MODERATE,TRAIN
JR-02182,495.65,6.85,25.2,78.5,1.46,7.25,24.41,1.677,84.16,78.74,0.79,84.41,-0.25,85.03,-0.3,83.0,79.57,17,92.6,SAFE,HEALTHY,TRAIN
JR-05787,434.35,12.34,28.29,207.12,2.06,7.9,28.41,1.949,52.32,83.31,-0.12,56.52,-4.21,51.22,-7.44,83.85,85.63,30,100.0,WARNING,MODERATE,TRAIN
JR-07899,624.79,19.73,26.77,174.07,8.29,6.0,26.93,1.233,72.14,57.95,-0.16,74.66,-2.53,75.5,-3.38,56.99,57.49,30,68.13,CRITICAL,UNHEALTHY,TEST
JR-04797,654.72,8.14,27.61,242.46,1.99,6.43,28.02,1.476,62.97,75.53,-0.41,63.08,-0.12,63.48,-0.18,74.22,75.26,4,86.17,WARNING,MODERATE,TEST
JR-04450,541.19,16.16,25.39,317.08,2.47,7.58,25.14,1.186,41.41,84.75,0.25,42.63,-1.22,41.35,-2.85,82.12,85.31,8,87.28,WARNING,MODERATE,TRAIN
JR-05822,797.28,13.26,24.37,155.69,2.89,7.0,24.14,1.192,80.47,78.22,0.23,81.42,-0.95,83.08,-1.17,73.78,73.61,4,82.5,WARNING,MODERATE,TRAIN
JR-05401,589.33,16.13,31.4,130.29,5.52,7.43,30.85,1.782,77.89,65.75,0.54,75.15,2.74,75.94,3.64,67.52,64.56,4,84.97,WARNING,MODERATE,TRAIN
JR-02523,472.26,4.76,26.23,108.1,1.08,7.78,25.41,1.782,77.11,77.39,0.82,78.29,-1.18,78.09,-1.51,80.4,81.55,13,93.69,SAFE,HEALTHY,TRAIN
JR-05254,182.84,13.43,26.7,82.47,3.32,6.4,26.72,0.969,54.9,75.27,-0.01,53.31,1.59,54.51,2.99,74.97,76.51,21,75.83,WARNING,MODERATE,TEST
JR-05138,706.53,9.3,26.62,304.43,1.44,7.53,26.92,1.629,56.91,84.55,-0.3,60.28,-3.37,58.54,-5.59,98.0,89.46,1,96.0,WARNING,MODERATE,TRAIN
JR-04025,584.97,15.7,25.81,164.58,7.0,6.35,25.79,1.427,71.86,55.41,0.02,69.84,2.03,72.19,2.9,49.03,52.39,11,70.1,WARNING,MODERATE,TRAIN
JR-01173,368.27,4.8,21.44,70.09,0.91,7.62,20.58,1.531,80.97,81.06,0.86,77.46,3.51,81.26,4.53,82.58,81.52,16,91.42,SAFE,HEALTHY,TRAIN
JR-06419,650.34,18.72,30.99,236.94,14.04,5.96,32.19,0.467,63.57,25.0,-1.2,68.76,-5.19,64.95,-7.55,20.61,23.72,8,28.09,CRITICAL,UNHEALTHY,TEST
JR-03459,459.62,8.02,24.61,89.55,2.07,7.14,24.25,1.879,80.52,74.14,0.36,84.39,-3.87,83.19,-4.59,72.68,77.37,15,93.19,SAFE,HEALTHY,TRAIN
JR-06671,447.48,0.3,25.66,211.21,0.13,7.5,24.97,1.029,52.8,57.29,0.68,55.89,-3.09,54.99,-5.52,61.31,57.99,14,63.55,CRITICAL,UNHEALTHY,TRAIN
JR-02938,427.96,5.25,23.55,54.31,0.79,6.53,23.94,1.603,87.31,84.93,-0.39,93.98,-6.67,92.37,-7.09,82.37,82.31,5,95.75,SAFE,HEALTHY,TRAIN
JR-00436,318.15,5.91,23.57,38.74,0.96,7.88,23.57,1.989,87.82,83.72,0.01,87.02,0.8,88.74,0.92,66.9,75.12,26,100.0,SAFE,HEALTHY,TRAIN
JR-03514,301.71,4.94,22.74,67.88,0.8,7.19,22.34,1.703,77.5,83.85,0.4,79.34,-1.84,82.45,-2.32,91.15,87.06,7,96.94,SAFE,HEALTHY,TEST
JR-01490,198.07,9.44,26.08,49.93,1.89,6.99,25.2,1.673,74.79,80.01,0.88,78.48,-3.69,73.0,-4.71,77.34,78.86,23,93.46,SAFE,HEALTHY,TRAIN
JR-03471,418.64,5.73,26.46,52.07,0.56,7.68,26.18,1.735,87.56,90.3,0.28,78.05,9.51,84.97,12.18,95.19,93.99,30,100.0,SAFE,HEALTHY,TRAIN
JR-04929,508.56,15.35,22.12,123.16,4.06,7.07,22.07,0.996,75.78,73.58,0.05,83.46,-7.68,79.76,-9.2,72.43,72.03,20,75.11,WARNING,MODERATE,TEST
JR-05663,593.41,6.52,31.21,126.56,0.89,7.38,30.19,1.191,78.67,86.29,1.02,85.41,-6.74,82.52,-7.89,83.32,86.03,19,88.54,WARNING,MODERATE,TRAIN
JR-01558,281.12,6.69,23.39,50.61,1.36,7.41,23.32,2.0,82.0,79.69,0.07,85.22,-3.22,84.09,-3.78,82.84,80.64,20,99.77,SAFE,HEALTHY,TRAIN
JR-00995,506.0,7.26,19.93,63.38,0.97,7.24,20.56,1.787,87.47,86.57,-0.62,85.46,2.02,87.75,2.36,84.55,89.1,13,100.0,SAFE,HEALTHY,TRAIN
JR-00859,313.85,7.1,25.53,65.25,1.22,7.6,24.9,1.677,79.21,82.85,0.63,77.01,2.19,80.15,2.85,80.65,81.83,23,95.68,SAFE,HEALTHY,TRAIN
JR-02759,405.39,7.58,25.17,81.39,0.71,7.07,26.01,1.712,79.92,90.58,-0.84,78.41,1.51,81.87,1.92,96.14,92.29,4,100.0,SAFE,HEALTHY,TEST
JR-01534,469.39,7.45,20.0,90.2,1.25,7.07,18.5,1.794,80.78,83.27,1.5,79.05,1.73,81.62,2.19,85.55,83.36,26,98.33,SAFE,HEALTHY,TRAIN
JR-04018,582.65,5.94,28.41,134.11,2.16,7.16,27.09,1.748,76.98,63.6,1.31,86.76,-9.78,84.08,-11.27,64.47,65.44,19,82.66,WARNING,MODERATE,TRAIN
JR-03348,408.6,4.2,20.61,91.21,0.48,7.24,19.9,1.616,77.68,88.58,0.71,80.7,-3.02,82.8,-3.74,90.05,88.93,4,98.75,SAFE,HEALTHY,TRAIN
JR-03232,437.71,4.56,27.9,79.44,0.78,6.96,27.91,1.863,81.85,82.85,-0.01,76.58,5.27,78.81,6.88,80.23,83.25,18,99.41,SAFE,HEALTHY,TEST
JR-05104,673.42,17.3,22.39,270.37,2.81,7.48,21.79,1.805,59.85,83.76,0.61,64.31,-4.46,64.49,-6.93,86.48,83.78,10,98.91,WARNING,MODERATE,TEST
JR-06762,976.97,4.59,29.51,433.34,2.24,7.02,28.41,1.457,55.64,51.16,1.1,65.69,-10.05,57.54,-15.3,51.58,48.36,12,67.52,CRITICAL,UNHEALTHY,TEST
JR-05495,539.9,2.91,28.81,120.71,0.65,6.82,27.75,1.882,77.64,77.76,1.06,77.88,-0.23,76.64,-0.3,74.03,76.38,6,95.96,WARNING,MODERATE,TRAIN
JR-07504,1069.55,20.07,28.81,855.64,8.91,5.9,27.29,0.536,20.0,55.59,1.51,15.0,5.0,21.64,33.33,51.53,54.14,10,52.42,CRITICAL,UNHEALTHY,TEST
JR-03438,484.21,5.17,23.0,121.45,1.33,7.06,24.19,1.552,74.92,74.34,-1.19,73.02,1.89,73.77,2.59,78.25,78.15,3,86.8,SAFE,HEALTHY,TRAIN
JR-00487,551.27,6.88,22.5,111.17,1.57,7.09,22.12,1.949,79.83,77.23,0.38,81.41,-1.57,82.07,-1.93,78.18,79.81,22,96.91,SAFE,HEALTHY,TRAIN
JR-03096,504.27,5.08,22.99,105.86,1.4,7.36,22.61,1.732,79.01,72.48,0.38,76.8,2.21,80.79,2.87,71.29,75.21,19,89.0,SAFE,HEALTHY,TRAIN
JR-00200,330.33,9.18,28.22,54.93,1.99,7.31,28.99,1.894,83.37,78.35,-0.77,87.49,-4.11,81.42,-4.7,81.06,79.57,19,96.65,SAFE,HEALTHY,TEST
JR-06276,471.63,7.18,19.6,94.09,1.36,7.62,19.88,1.294,80.05,81.03,-0.28,85.41,-5.37,82.14,-6.28,81.04,85.09,14,86.64,WARNING,MODERATE,TEST
JR-02058,420.0,4.82,24.76,42.4,1.26,7.5,24.42,1.949,89.9,73.77,0.34,81.77,8.13,84.84,9.95,74.34,74.61,12,94.3,SAFE,HEALTHY,TRAIN
JR-05636,285.25,14.2,22.26,67.93,4.72,7.91,22.62,1.849,76.19,66.76,-0.36,73.92,2.27,74.69,3.07,73.08,67.35,5,87.06,WARNING,MODERATE,TRAIN
JR-07817,761.11,22.79,31.8,319.06,7.43,5.9,30.51,0.754,58.08,67.41,1.29,61.82,-3.74,59.94,-6.05,55.87,64.9,15,65.64,CRITICAL,UNHEALTHY,TRAIN
JR-02459,332.04,15.18,25.35,81.84,1.91,6.82,24.36,1.723,75.35,87.41,1.0,67.61,7.75,70.08,11.46,91.85,90.77,1,100.0,SAFE,HEALTHY,TRAIN
JR-00983,404.66,4.68,28.18,54.27,0.46,7.14,27.79,1.551,86.59,90.15,0.39,86.07,0.52,84.38,0.6,94.61,92.95,6,98.63,SAFE,HEALTHY,TRAIN
JR-07665,729.27,12.36,33.17,468.33,6.52,5.33,33.16,1.194,35.78,47.26,0.01,34.73,1.05,40.41,3.03,43.46,47.7,29,59.33,CRITICAL,UNHEALTHY,TRAIN
JR-03435,320.45,9.07,33.28,71.85,1.52,6.8,31.76,1.745,77.58,83.27,1.52,66.36,11.22,76.33,16.9,86.79,85.26,21,97.34,SAFE,HEALTHY,TRAIN
JR-07561,684.63,16.93,29.06,381.71,8.29,5.33,29.05,1.402,44.25,51.04,0.01,47.08,-2.83,47.29,-6.01,49.52,49.92,8,66.33,CRITICAL,UNHEALTHY,TEST
JR-02593,363.13,6.29,29.59,47.15,0.76,6.73,28.51,2.0,87.02,87.84,1.08,84.84,2.17,85.55,2.56,94.15,90.43,24,100.0,SAFE,HEALTHY,TEST
JR-05472,677.47,5.35,28.3,77.82,1.51,6.85,27.8,1.592,88.51,71.82,0.5,84.7,3.81,90.4,4.5,76.93,73.31,4,85.71,WARNING,MODERATE,TRAIN
JR-05163,682.19,11.91,33.99,343.93,3.61,7.48,32.42,1.529,49.58,69.65,1.57,46.15,3.43,47.74,7.44,72.53,71.21,19,82.81,WARNING,MODERATE,TEST
JR-04356,924.57,0.76,20.36,258.44,0.2,7.5,20.05,1.69,72.05,73.3,0.31,76.51,-4.47,72.9,-5.84,74.13,71.77,24,88.79,WARNING,MODERATE,TEST
JR-05082,533.08,5.79,25.28,109.25,0.33,7.94,24.38,1.204,79.51,94.24,0.9,70.12,9.38,78.95,13.38,94.84,92.64,14,94.77,WARNING,MODERATE,TRAIN
JR-06536,354.29,21.5,21.76,184.12,8.7,6.36,20.82,0.657,48.03,59.54,0.94,50.32,-2.29,51.25,-4.54,59.5,60.25,9,57.79,CRITICAL,UNHEALTHY,TRAIN
JR-06429,716.72,2.65,27.94,380.23,0.86,5.0,27.72,1.261,46.95,67.61,0.22,51.9,-4.95,48.22,-9.55,62.24,67.47,25,75.92,CRITICAL,UNHEALTHY,TEST
JR-02227,489.45,3.27,23.06,80.44,0.21,7.15,22.9,2.0,83.56,93.52,0.16,80.76,2.81,81.62,3.48,98.0,93.85,17,100.0,SAFE,HEALTHY,TRAIN
JR-04081,596.71,9.82,21.3,166.38,2.97,6.74,21.15,1.38,72.12,69.7,0.14,71.34,0.77,70.39,1.08,68.38,70.7,26,79.87,WARNING,MODERATE,TEST
JR-04978,411.83,3.65,19.09,63.85,1.28,7.3,18.62,1.502,84.5,64.87,0.48,83.28,1.21,86.24,1.46,56.73,62.56,30,78.69,WARNING,MODERATE,TEST
JR-01502,333.85,8.86,23.08,49.72,1.64,6.99,22.17,1.794,85.11,81.51,0.92,87.63,-2.52,84.92,-2.88,79.96,82.61,2,97.01,SAFE,HEALTHY,TEST
JR-00712,353.51,2.92,24.89,59.01,0.57,7.53,24.68,1.563,83.31,80.33,0.21,81.66,1.65,83.53,2.02,78.91,81.02,22,91.52,SAFE,HEALTHY,TRAIN
JR-00355,496.35,7.2,22.52,55.47,0.95,6.81,21.85,1.755,88.82,86.75,0.67,85.63,3.19,89.83,3.73,85.97,84.97,23,100.0,SAFE,HEALTHY,TRAIN
JR-02797,418.36,5.67,18.37,77.8,0.97,7.37,18.7,2.0,81.4,82.94,-0.33,85.09,-3.68,82.89,-4.33,83.12,81.9,9,100.0,SAFE,HEALTHY,TEST
JR-04060,420.62,10.78,20.12,71.66,1.72,7.1,19.69,1.596,82.96,84.02,0.43,90.52,-7.56,86.47,-8.35,85.28,83.01,17,94.94,WARNING,MODERATE,TRAIN
JR-00049,477.66,8.47,22.39,70.89,2.38,7.1,22.14,2.0,85.16,71.97,0.24,78.03,7.13,82.57,9.13,66.6,73.44,28,93.98,SAFE,HEALTHY,TEST
JR-03033,419.32,3.78,26.4,43.04,0.66,6.84,25.88,1.794,89.74,82.61,0.52,89.19,0.55,92.31,0.62,84.49,83.11,6,97.83,SAFE,HEALTHY,TRAIN
JR-00643,183.33,6.06,27.4,37.33,0.72,7.65,26.46,1.897,79.64,88.06,0.94,83.82,-4.18,76.94,-4.99,80.47,87.08,7,100.0,SAFE,HEALTHY,TEST
JR-04127,628.62,14.34,31.36,187.92,4.08,6.2,30.68,1.839,70.11,71.53,0.68,66.3,3.81,69.0,5.75,78.8,74.2,9,90.43,WARNING,MODERATE,TEST
JR-06799,514.6,27.04,20.76,314.08,9.17,6.96,20.29,0.604,38.97,66.08,0.47,51.61,-12.65,44.76,-24.5,68.0,68.26,23,61.65,CRITICAL,UNHEALTHY,TRAIN
JR-00177,398.96,4.53,30.81,64.32,0.89,7.18,30.11,1.782,83.88,80.39,0.7,87.93,-4.05,84.76,-4.61,78.34,80.95,14,95.93,SAFE,HEALTHY,TEST
JR-01872,568.16,9.12,29.11,53.63,2.07,6.7,28.95,2.0,90.56,77.34,0.16,95.82,-5.26,94.5,-5.49,75.37,76.56,13,98.0,SAFE,HEALTHY,TRAIN
JR-02317,356.23,2.83,19.79,56.67,0.19,7.26,19.46,1.699,84.09,93.29,0.33,82.22,1.87,86.03,2.27,98.0,94.54,12,100.0,SAFE,HEALTHY,TRAIN
JR-00787,472.93,8.26,23.49,67.26,1.69,6.93,23.0,1.734,85.78,79.61,0.48,82.82,2.96,86.44,3.57,83.97,84.1,7,94.38,SAFE,HEALTHY,TRAIN
JR-04794,436.66,7.47,24.06,165.33,2.19,6.88,24.36,1.427,62.14,70.73,-0.3,66.83,-4.69,67.69,-7.02,69.81,74.35,10,81.6,WARNING,MODERATE,TRAIN
JR-03255,430.16,3.29,24.83,79.67,0.59,7.21,23.73,1.927,81.48,81.97,1.09,81.21,0.27,75.23,0.33,84.02,82.54,16,100.0,SAFE,HEALTHY,TEST
JR-07489,740.81,18.49,29.18,393.44,6.62,7.25,28.69,1.674,46.89,64.18,0.49,48.25,-1.36,50.58,-2.82,73.41,70.52,4,81.61,CRITICAL,UNHEALTHY,TEST
JR-01804,434.67,5.55,28.8,84.27,1.24,6.86,28.77,2.0,80.61,77.67,0.03,79.5,1.11,79.31,1.4,78.96,79.76,21,98.25,SAFE,HEALTHY,TRAIN
JR-04197,529.26,14.56,24.17,102.96,3.86,6.48,22.52,1.41,80.55,73.49,1.66,81.99,-1.44,76.77,-1.76,79.24,74.4,27,83.32,WARNING,MODERATE,TRAIN
JR-04217,688.43,0.3,24.56,149.95,0.07,7.48,23.04,1.358,78.22,75.22,1.52,72.67,5.54,77.3,7.63,77.64,75.56,7,83.58,WARNING,MODERATE,TRAIN
JR-00933,306.43,5.74,27.4,50.31,0.62,6.98,28.66,1.911,83.58,89.17,-1.25,86.33,-2.75,83.79,-3.18,91.94,89.0,22,100.0,SAFE,HEALTHY,TRAIN
JR-00092,388.17,7.35,22.78,64.86,1.33,6.39,22.53,2.0,83.29,81.84,0.25,83.08,0.21,84.54,0.25,83.23,85.7,17,100.0,SAFE,HEALTHY,TRAIN
JR-01303,693.48,4.43,27.89,84.15,0.44,7.46,26.25,1.797,87.86,90.16,1.64,84.53,3.34,87.07,3.95,94.98,94.38,3,100.0,SAFE,HEALTHY,TRAIN
JR-02064,346.84,4.25,18.87,45.62,1.25,7.19,18.36,1.899,86.85,70.51,0.51,89.21,-2.36,89.32,-2.65,75.22,72.74,14,90.86,SAFE,HEALTHY,TRAIN
JR-01401,454.44,5.35,23.88,75.07,1.32,7.43,23.12,1.666,83.48,75.28,0.77,76.94,6.54,80.63,8.51,81.53,78.06,23,89.78,SAFE,HEALTHY,TRAIN
JR-05863,519.93,14.09,26.04,121.58,4.71,6.77,26.08,1.382,76.62,66.6,-0.05,75.83,0.79,73.68,1.04,66.96,66.23,19,77.59,WARNING,MODERATE,TRAIN
JR-07682,969.02,21.02,26.5,563.43,8.14,7.07,25.83,1.379,41.85,61.28,0.67,35.32,6.54,37.15,18.51,66.16,63.52,29,73.54,CRITICAL,UNHEALTHY,TRAIN
JR-05839,561.41,4.66,22.16,252.32,0.94,7.36,21.03,1.046,55.06,79.88,1.13,49.89,5.17,54.65,10.36,84.69,78.1,14,80.83,WARNING,MODERATE,TEST
JR-00531,586.18,3.61,25.71,73.26,0.7,6.77,26.22,1.778,87.5,80.68,-0.51,86.65,0.85,85.39,0.98,79.64,83.52,13,96.08,SAFE,HEALTHY,TEST
JR-03572,348.11,6.32,29.4,24.48,1.49,7.78,28.83,1.341,92.97,76.41,0.58,88.56,4.41,90.79,4.98,79.03,76.71,10,84.12,SAFE,HEALTHY,TEST
JR-06553,352.38,9.01,28.23,171.35,4.08,7.21,29.23,0.689,51.37,54.7,-1.01,52.74,-1.36,51.05,-2.59,57.12,55.53,29,54.82,CRITICAL,UNHEALTHY,TEST
JR-04954,746.85,2.87,27.48,160.07,0.7,7.15,27.33,1.552,78.57,75.67,0.15,78.92,-0.35,78.27,-0.45,74.01,75.58,29,87.79,WARNING,MODERATE,TEST
JR-01941,484.18,5.72,21.05,77.14,1.32,6.82,20.87,1.73,84.07,76.96,0.18,89.37,-5.3,83.05,-5.94,75.41,76.42,5,92.32,SAFE,HEALTHY,TRAIN
JR-03200,508.1,3.71,27.3,77.36,0.5,6.51,27.17,1.7,84.77,86.57,0.13,71.83,12.95,81.14,18.02,74.14,82.64,19,98.92,SAFE,HEALTHY,TEST
JR-05412,124.36,11.96,27.51,19.73,1.84,7.16,26.56,1.193,84.13,84.61,0.95,93.33,-9.2,88.21,-9.86,81.31,84.36,15,87.31,WARNING,MODERATE,TRAIN
JR-03993,618.19,5.04,19.42,97.47,1.23,6.94,17.83,1.782,84.23,75.67,1.59,84.16,0.08,85.36,0.09,67.83,74.86,19,92.38,SAFE,HEALTHY,TEST
JR-00107,120.0,5.33,21.37,12.43,1.57,7.47,21.59,2.0,89.65,70.53,-0.22,87.45,2.2,86.3,2.51,79.51,74.7,18,92.9,SAFE,HEALTHY,TRAIN
JR-05687,821.5,12.89,26.73,430.76,3.91,7.03,26.6,1.533,47.56,69.67,0.14,42.93,4.63,49.37,10.78,69.5,73.02,4,82.92,WARNING,MODERATE,TRAIN
JR-03593,503.68,5.65,24.84,114.95,0.5,7.29,24.39,1.616,77.18,91.2,0.45,64.56,12.62,72.43,19.54,95.02,93.82,4,100.0,SAFE,HEALTHY,TRAIN
JR-02919,432.44,7.04,29.74,91.7,2.33,6.81,29.89,1.944,78.79,66.87,-0.15,69.56,9.23,73.65,13.27,64.5,69.14,14,89.04,SAFE,HEALTHY,TEST
JR-05754,444.87,4.29,18.89,104.78,1.32,6.32,18.62,1.128,76.45,69.28,0.27,81.58,-5.13,74.57,-6.29,66.86,66.91,10,74.53,WARNING,MODERATE,TRAIN
JR-03405,336.8,5.44,27.07,66.65,0.3,7.14,26.46,1.932,80.21,94.5,0.61,81.88,-1.67,82.77,-2.04,93.71,94.81,9,100.0,SAFE,HEALTHY,TEST
JR-00132,459.58,2.4,25.2,66.97,0.54,7.37,25.6,1.715,85.43,77.4,-0.4,86.94,-1.52,85.32,-1.74,75.35,77.14,1,92.36,SAFE,HEALTHY,TEST
JR-06142,676.59,10.31,27.32,224.18,1.08,6.72,26.47,1.524,66.87,89.52,0.85,71.48,-4.61,69.26,-6.45,88.64,87.3,16,97.62,WARNING,MODERATE,TRAIN
JR-01727,347.39,4.45,20.68,39.5,1.16,7.45,18.36,1.686,88.63,74.02,2.32,81.89,6.74,84.75,8.23,76.65,73.4,21,89.23,SAFE,HEALTHY,TRAIN
JR-07300,657.84,17.24,16.72,336.91,3.5,8.04,16.44,0.588,48.78,79.71,0.28,54.64,-5.86,51.41,-10.72,86.4,83.42,13,71.54,CRITICAL,UNHEALTHY,TRAIN
JR-03133,299.36,6.22,21.66,56.83,1.26,7.12,21.41,2.0,81.01,79.7,0.25,74.38,6.63,82.88,8.92,84.83,80.46,28,99.78,SAFE,HEALTHY,TEST
JR-06271,304.22,14.16,28.82,117.8,3.56,7.02,27.75,1.421,61.28,74.85,1.07,67.66,-6.38,61.56,-9.43,73.24,78.61,23,84.56,WARNING,MODERATE,TEST
JR-04490,371.02,11.73,23.97,112.66,2.6,7.2,22.7,1.917,69.63,77.86,1.28,71.58,-1.95,69.78,-2.72,77.59,79.68,18,96.72,WARNING,MODERATE,TRAIN
JR-03127,409.05,7.48,24.5,54.15,1.87,7.47,24.22,1.974,86.76,74.96,0.28,86.31,0.45,89.76,0.52,73.87,76.94,19,95.7,SAFE,HEALTHY,TRAIN
JR-06188,876.92,5.74,17.95,119.22,0.88,7.08,17.92,1.879,86.41,84.61,0.03,86.43,-0.03,86.62,-0.03,84.88,84.03,14,100.0,WARNING,MODERATE,TRAIN
